Text,Rätt Kategori,Modell_Kategori,Tid (s),Rätt,Model,Antal Artiklar,Korrekt Klassifikation,Accuracy,Precision,Recall,CPU,GPU,Genomsnitt tid för artiklar
"Peugeot deal boosts Mitsubishi

Struggling Japanese car maker Mitsubishi Motors has struck a deal to supply French car m...",business,Business,0.18,True,,,,,,,,,
"Telegraph newspapers axe 90 jobs

The Daily and Sunday Telegraph newspapers are axing 90 journalist jobs - 17% of their ...",business,Business (Economy),0.25,False,,,,,,,,,
"Air passengers win new EU rights

Air passengers who are unable to board their flights because of overbooking, cancellat...",business,"This article can be categorized as **Business** or **Transportation**. It discusses new EU rules regarding compensation for air passengers in cases of overbooking, cancellations, and flight delays. The changes will affect both scheduled and charter flights, including budget airlines, and could potentially lead to higher prices due to the increased cost of compensation. This has sparked criticism from various aviation associations and low-cost airlines. The new rules aim to deter airlines from overbooking flights and offer greater protection for passengers.",1.32,False,,,,,,,,,
"China keeps tight rein on credit

China's efforts to stop the economy from overheating by clamping down on credit will c...",business,Business,0.15,True,,,,,,,,,
"Parmalat boasts doubled profits

Parmalat, the Italian food group at the centre of one of Europe's most painful corporat...",business,Business,0.14,True,,,,,,,,,
"India's rupee hits five-year high

India's rupee has hit a five-year high after Standard & Poor's (S&P) raised the count...",business,Business,0.14,True,,,,,,,,,
"India widens access to telecoms

India has raised the limit for foreign direct investment in telecoms companies from 49%...",business,This news article falls under the category of **Business**.,0.3,False,,,,,,,,,
"Call centre users 'lose patience'

Customers trying to get through to call centres are getting impatient and quicker to ...",business,The article can be categorized as **Business** (or Economy).,0.39,False,,,,,,,,,
"Rank 'set to sell off film unit'

Leisure group Rank could unveil plans to demerge its film services unit and sell its m...",business,Business,0.19,True,,,,,,,,,
"Sluggish economy hits German jobs

The number of people out of work in Europe's largest economy has risen for the tenth ...",business,Business,0.19,True,,,,,,,,,
"Mixed signals from French economy

The French economy picked up speed at the end of 2004, official figures show - but st...",business,Economy,0.15,False,,,,,,,,,
"US trade gap hits record in 2004

The gap between US exports and imports hit an all-time high of $671.7bn (£484bn) in 20...",business,Economy,0.2,False,,,,,,,,,
"Yukos loses US bankruptcy battle

A judge has dismissed an attempt by Russian oil giant Yukos to gain bankruptcy protect...",business,The article can be categorized under **Law and Politics**.,0.31,False,,,,,,,,,
"Safety alert as GM recalls cars

The world's biggest carmaker General Motors (GM) is recalling nearly 200,000 vehicles i...",business,Safety,0.17,False,,,,,,,,,
"Steel firm 'to cut' 45,000 jobs

Mittal Steel, one of the world's largest steel producers, could cut up to 45,000 jobs o...",business,Economy,0.17,False,,,,,,,,,
"Strong demand triggers oil rally

Crude oil prices surged back above the $47 a barrel mark on Thursday after an energy m...",business,"The category for this news article is ""Business""",0.23,False,,,,,,,,,
"UK firm faces Venezuelan land row

Venezuelan authorities have said they will seize land owned by a British company as p...",business,Politics,0.19,False,,,,,,,,,
"Soaring oil 'hits world economy'

The soaring cost of oil has hit global economic growth, although world's major economi...",business,Economy,0.2,False,,,,,,,,,
"Irish markets reach all-time high

Irish shares have risen to a record high, with investors persuaded to buy into the ma...",business,Business,0.16,True,,,,,,,,,
"Japanese banking battle at an end

Japan's Sumitomo Mitsui Financial has withdrawn its takeover offer for rival bank UFJ...",business,Business,0.17,True,,,,,,,,,
"Rich grab half Colombia poor fund

Half of the money put aside by the Colombian government to help the country's poor is...",business,Economy (Business),0.18,False,,,,,,,,,
"Rover deal 'may cost 2,000 jobs'

Some 2,000 jobs at MG Rover's Midlands plant may be cut if investment in the firm by a...",business,The article can be categorized as 'Business'.,0.25,False,,,,,,,,,
"Ad firm WPP's profits surge 15%

UK advertising giant WPP has posted larger-than-expected annual profits and predicted t...",business,Business,0.13,True,,,,,,,,,
"US gives foreign firms extra time

Foreign firms have been given an extra year to meet tough new corporate governance re...",business,This article can be categorized under: Business,0.23,False,,,,,,,,,
"Japanese mogul arrested for fraud

One of Japan's best-known businessmen was arrested on Thursday on charges of falsifyi...",business,Business,0.18,True,,,,,,,,,
"Deutsche Telekom sees mobile gain

German telecoms firm Deutsche Telekom saw strong fourth quarter profits on the back o...",business,Business,0.13,True,,,,,,,,,
"Chinese wine tempts Italy's Illva

Italy's Illva Saronno has agreed to buy 33% of Changyu, the largest wine maker in Chi...",business,The given news article can be categorized under the category of **Business** or **International Trade**.,0.31,False,,,,,,,,,
"Umbro profits lifted by Euro 2004

UK sportswear firm Umbro has posted a 222% rise in annual profit after sales of repli...",business,Business,0.14,True,,,,,,,,,
"Fed chief warning on US deficit

Federal Reserve chairman Alan Greenspan has warned that allowing huge US budget deficit...",business,Business,0.16,True,,,,,,,,,
"UK Coal plunges into deeper loss

Shares in UK Coal have fallen after the mining group reported losses had deepened to £...",business,Business,0.14,True,,,,,,,,,
"Saudi ministry to employ women

Women will be employed in Saudi Arabia's foreign ministry for the first time this year, ...",business,Politics,0.12,False,,,,,,,,,
"Japan economy slides to recession

The Japanese economy has officially gone back into recession for the fourth time in a...",business,Economy,0.2,False,,,,,,,,,
"US crude prices surge above $53

US crude prices have soared to fresh four-month highs above $53 in the US as refinery p...",business,This news article can be categorized as 'Business' or 'Economy'.,0.32,False,,,,,,,,,
"Industrial output falls in Japan

Japanese industrial output fell in October while unemployment rose, casting further do...",business,Economy,0.17,False,,,,,,,,,
"Ryanair in $4bn Boeing plane deal

Budget airline Ryanair has placed an order for 70 Boeing 737-800 planes, in a deal va...",business,"This news article falls under the category of ""Business"" or ""Economy"".",0.31,False,,,,,,,,,
"Parmalat to return to stockmarket

Parmalat, the Italian dairy company which went bust after an accounting scandal, hope...",business,Business,0.16,True,,,,,,,,,
"BMW cash to fuel Mini production

Less than four years after the new Mini was launched, German car maker BMW has announc...",business,This news article falls under the category of 'Business'.,0.37,False,,,,,,,,,
"Bad weather hits Nestle sales

A combination of bad weather, rising raw material costs and the sluggish European economy...",business,"The article can be categorized under **Business** due to its discussion about the financial performance of Nestle, including sales figures, profit margins, and dividend payments.",0.52,False,,,,,,,,,
"Fiat mulls Ferrari market listing

Ferrari could be listed on the stock market as part of an overhaul of Fiat's carmakin...",business,Business,0.17,True,,,,,,,,,
"Italy to get economic action plan

Italian Prime Minister Silvio Berlusconi will unveil plans aimed at kickstarting the ...",business,The provided news article can be categorized as 'Business'.,0.33,False,,,,,,,,,
"Weak dollar hits Reuters

Revenues at media group Reuters slipped 11% during 2004, mainly due to the weakness of the dol...",business,The provided news article can be categorized under **Business** due to its focus on the financial performance of media group Reuters.,0.41,False,,,,,,,,,
"Hyundai to build new India plant

South Korea's Hyundai Motor has announced that it plans to build a second plant in Ind...",business,This news article can be categorized as 'Business'.,0.26,False,,,,,,,,,
"SA unveils 'more for all' budget

The South African government has put tax cuts and increased social spending at the cen...",business,The provided news article can be categorized as **Business** or **Economy**.,0.36,False,,,,,,,,,
"BMW drives record sales in Asia

BMW has forecast sales growth of at least 10% in Asia this year after registering recor...",business,Business (Ekonomi),0.22,False,,,,,,,,,
"Economy 'stronger than forecast'

The UK economy probably grew at a faster rate in the third quarter than the 0.4% repor...",business,The category for this news article is 'Business',0.29,False,,,,,,,,,
"Electrolux to export Europe jobs

Electrolux saw its shares rise 14% on Tuesday after it said it would be shifting more ...",business,The category for this news article is: Business,0.2,False,,,,,,,,,
"Worldcom ex-boss launches defence

Lawyers defending former WorldCom chief Bernie Ebbers against a battery of fraud char...",business,The category for this news article is: Business,0.24,False,,,,,,,,,
"Insurance bosses plead guilty

Another three US insurance executives have pleaded guilty to fraud charges stemming from ...",business,Business,0.12,True,,,,,,,,,
"Further rise in UK jobless total

The UK's jobless total rose for the second month in a row in December, official figure...",business,Economy,0.18,False,,,,,,,,,
"Wembley firm won't make a profit

Shares in Multiplex Group, which is building the new Wembley stadium, fell as much as ...",business,The news article can be categorized as 'Business' or 'Economy'.,0.34,False,,,,,,,,,
"Cars pull down US retail figures

US retail sales fell 0.3% in January, the biggest monthly decline since last August, d...",business,Economy,0.18,False,,,,,,,,,
"Lufthansa may sue over Bush visit

German airline Lufthansa may sue federal agencies for damages after the arrival of US...",business,Business,0.17,True,,,,,,,,,
"EU aiming to fuel development aid

European Union finance ministers meet on Thursday to discuss proposals, including a t...",business,Business,0.17,True,,,,,,,,,
"German business confidence slides

German business confidence fell in February knocking hopes of a speedy recovery in Eu...",business,The article can be categorized under: Economy,0.24,False,,,,,,,,,
"FAO warns on impact of subsidies

Billions of farmers' livelihoods are at risk from falling commodity prices and protect...",business,The article can be categorized as **Business** or **Economy**.,0.3,False,,,,,,,,,
"India seeks to boost construction

India has cleared a proposal allowing up to 100% foreign direct investment in its con...",business,This news article can be categorized as 'Business'.,0.27,False,,,,,,,,,
"Boeing unveils new 777 aircraft

US aircraft firm Boeing has unveiled its new long-distance 777 plane, as it tries to re...",business,"This article can be categorized under **Business** or **Aviation Industry**. Both categories are applicable, but given the focus on Boeing's new aircraft and its commercial aspects, it is more fitting to classify it under **Business**.",0.68,False,,,,,,,,,
"Circuit City gets takeover offer

Circuit City Stores, the second-largest electronics retailer in the US, has received a...",business,The article falls under the category of Business.,0.2,False,,,,,,,,,
"Japan turns to beer alternatives

Japanese brewers are increasingly making money from beer-flavoured drinks rather than ...",business,This news article can be categorized under the category of **Business**.,0.26,False,,,,,,,,,
"S Korean consumers spending again

South Korea looks set to sustain its revival thanks to renewed private consumption, i...",business,Business,0.15,True,,,,,,,,,
"German growth goes into reverse

Germany's economy shrank 0.2% in the last three months of 2004, upsetting hopes of a su...",business,Economy,0.15,False,,,,,,,,,
"Turkey-Iran mobile deal 'at risk'

Turkey's investment in Iran's mobile industry looks set to be scrapped after its bigg...",business,"This news article can be categorized as 'Business' or 'Politics'. The decision to cut Turkcell's stake in Iran's mobile industry and the potential withdrawal of the company from the $3bn deal, along with the implications for other foreign investments in Iran, suggest a political context. However, the primary focus is on business and investment deals between Turkey and Iran, making 'Business' an appropriate category.",0.96,False,,,,,,,,,
"EU ministers to mull jet fuel tax

European Union finance ministers are meeting on Thursday in Brussels, where they are ...",business,Business,0.14,True,,,,,,,,,
"Palestinian economy in decline

Despite a short-lived increase in Palestinian jobs in 2003, the economy is performing we...",business,Business,0.16,True,,,,,,,,,
"China had role in Yukos split-up

China lent Russia $6bn (£3.2bn) to help the Russian government renationalise the key Y...",business,Business (Economy),0.24,False,,,,,,,,,
"Deadline nears for Fiat-GM deal

Fiat and General Motors (GM) have until midnight on 1 February to settle a disagreement...",business,"The article can be categorized as ""Business"" or ""Finance"".",0.29,False,,,,,,,,,
"ID theft surge hits US consumers

Almost a quarter of a million US consumers complained of being targeted for identity t...",business,Business,0.15,True,,,,,,,,,
"Argentina, Venezuela in oil deal

Argentina and Venezuela have extended a food-for-oil deal, which helped the former to ...",business,"This news article can be categorized as **Business** due to the discussion about financial agreements between Argentina and Venezuela, specifically the extension of a food-for-oil deal, and the potential Venezuelan investment in Argentina's energy market. The mention of a state-owned South American oil company and the agreement to create 'Television Sur' also relate to business ventures.",0.89,False,,,,,,,,,
"BMW to recall faulty diesel cars

BMW is to recall all cars equipped with a faulty diesel fuel-injection pump supplied b...",business,This news article falls under the category of **Business**.,0.23,False,,,,,,,,,
"Takeover rumour lifts Exel shares

Shares in storage and delivery firm Exel closed up 9% at a two-and-a-half year high o...",business,The given news article can be categorized as **Business**.,0.25,False,,,,,,,,,
"Yukos accused of lying to court

Russian oil firm Yukos lied to a US court in an attempt to stop the Russian government ...",business,Business,0.21,True,,,,,,,,,
"Mexican in US send $16bn home

Mexican labourers living in the US sent a record $16.6bn (£8.82bn) home last year.

The B...",business,Economy,0.14,False,,,,,,,,,
"Home loan approvals rising again

The number of mortgages approved in the UK has risen for the first time since May last...",business,The category for this news article is: Business,0.21,False,,,,,,,,,
"Manufacturing recovery 'slowing'

UK manufacturing grew at its slowest pace in one-and-a-half years in January, accordin...",business,"The category for this news article is ""Business"" (Economy).",0.27,False,,,,,,,,,
"Worldcom boss 'left books alone'

Former Worldcom boss Bernie Ebbers, who is accused of overseeing an $11bn (£5.8bn) fra...",business,Business,0.17,True,,,,,,,,,
"Metlife buys up Citigroup insurer

US banking giant Citigroup has sold its Travelers Life & Annuity insurance arm to Met...",business,Business,0.13,True,,,,,,,,,
"Europe blames US over weak dollar

European leaders have openly blamed the US for the sharp rise in the value of the eur...",business,The provided news article can be categorized as **Economic News** or **Business**.,0.34,False,,,,,,,,,
"French wine gets 70m euro top-up

The French government is to hand its struggling wine industry 70m euros ($91m) in aid ...",business,Business,0.19,True,,,,,,,,,
"Russia gets investment blessing

Soaring oil sales and a budget surplus mean Russian debt is no longer a risky investmen...",business,This news article can be categorized as 'Business'.,0.26,False,,,,,,,,,
"Iranian MPs threaten mobile deal

Turkey's biggest private mobile firm could bail out of a $3bn ($1.6bn) deal to build a...",business,Business,0.17,True,,,,,,,,,
"Argentina closes $102.6bn debt swap

Argentina is set to close its $102.6bn (£53.51bn) debt restructuring offer for bond...",business,Business,0.17,True,,,,,,,,,
"US economy shows solid GDP growth

The US economy has grown more than expected, expanding at an annual rate of 3.8% in t...",business,Business,0.13,True,,,,,,,,,
"Profits slide at India's Dr Reddy

Profits at Indian drugmaker Dr Reddy's fell 93% as research costs rose and sales flag...",business,Business,0.16,True,,,,,,,,,
"Burren awarded Egyptian contracts

British energy firm Burren Energy has been awarded two potentially lucrative oil expl...",business,Business,0.12,True,,,,,,,,,
"'Strong dollar' call halts slide

The US dollar's slide against the euro and yen has halted after US Treasury Secretary ...",business,Business,0.19,True,,,,,,,,,
"IMF 'cuts' German growth estimate

The International Monetary Fund is to cut its 2005 growth forecast for the German eco...",business,Business,0.14,True,,,,,,,,,
"GM, Ford cut output as sales fall

US car firms General Motors (GM) and Ford have been forced to cut production in the f...",business,Economy,0.2,False,,,,,,,,,
"Ebbers denies WorldCom fraud

Former WorldCom chief Bernie Ebbers has denied claims that he knew accountants were doctor...",business,Business,0.17,True,,,,,,,,,
"Australia rates at four year high

Australia is raising its benchmark interest rate to its highest level in four years d...",business,Business,0.17,True,,,,,,,,,
"US company admits Benin bribery

A US defence and telecommunications company has agreed to pay $28.5m after admitting br...",business,Business,0.14,True,,,,,,,,,
"US insurer Marsh cuts 2,500 jobs

Up to 2,500 jobs are to go at US insurance broker Marsh & McLennan in a shake up follo...",business,Business,0.21,True,,,,,,,,,
"US seeks new $280bn smoker ruling

The US Justice Department is to try to overturn a court ruling that threw out its cla...",business,Business,0.18,True,,,,,,,,,
"Budget Aston takes on Porsche

British car maker Aston Martin has gone head-to-head with Porsche's 911 sports cars with ...",business,"The provided article is about the launch of a new car model by Aston Martin, the V8 Vantage, which is their most affordable car yet. The article mentions the price range, production details, and impact on the company's sales volume. Given this context, I would categorize this news article under ""Business.""",0.75,False,,,,,,,,,
"Golden rule 'intact' says ex-aide

Chancellor Gordon Brown will meet his golden economic rule ""with a margin to spare"", ...",business,Economy,0.17,False,,,,,,,,,
"Liberian economy starts to grow

The Liberian economy started to grow in 2004, but ""sustained and deep reform efforts"" a...",business,The article can be categorized as 'Business' or 'Economy'.,0.3,False,,,,,,,,,
"Slowdown hits US factory growth

US industrial production increased for the 21st month in a row in February, but at a sl...",business,The category for this news article is Business.,0.19,False,,,,,,,,,
"Lufthansa flies back to profit

German airline Lufthansa has returned to profit in 2004 after posting huge losses in 200...",business,Business,0.13,True,,,,,,,,,
"Japanese growth grinds to a halt

Growth in Japan evaporated in the three months to September, sparking renewed concern ...",business,"The provided news article can be categorized as ""Business"" due to its focus on economic matters such as the growth of Japan's economy, export numbers, corporate investment, and the impact of high oil prices on the Japanese market.",0.54,False,,,,,,,,,
"Unilever shake up as profit slips

Anglo-Dutch consumer goods giant Unilever is to merge its two management boards after...",business,Economy,0.23,False,,,,,,,,,
"France Telecom gets Orange boost

Strong growth in subscriptions to mobile phone network Orange has helped boost profits...",business,"This news article falls under the category of ""Business"".",0.26,False,,,,,,,,,
"Brussels raps mobile call charges

The European Commission has written to the mobile phone operators Vodafone and T-Mobi...",business,This news article falls under the category of **Business**.,0.26,False,,,,,,,,,
"WorldCom director admits lying

The former chief financial officer at US telecoms firm WorldCom has admitted before a Ne...",business,Business,0.17,True,,,,,,,,,
"Glaxo aims high after profit fall

GlaxoSmithKline saw its profits fall 9% last year to £6.2bn ($11.5bn), but Europe's b...",business,Business,0.13,True,,,,,,,,,
"Japan bank shares up on link talk

Shares of Sumitomo Mitsui Financial (SMFG), and Daiwa Securities jumped amid speculat...",business,Business,0.14,True,,,,,,,,,
"Car giant hit by Mercedes slump

A slump in profitability at luxury car maker Mercedes has prompted a big drop in profit...",business,Business,0.2,True,,,,,,,,,
"Ericsson sees earnings improve

Telecoms equipment supplier Ericsson has posted a rise in fourth quarter profits thanks ...",business,business,0.15,True,,,,,,,,,
"Bank opts to leave rates on hold

The Bank of England has left interest rates on hold at 4.75% for a sixth month in a ro...",business,Economy,0.2,False,,,,,,,,,
"Nigeria to boost cocoa production

The government of Nigeria is hoping to triple cocoa production over the next three ye...",business,Business,0.17,True,,,,,,,,,
"US interest rates increased to 2%

US interest rates are to rise for the fourth time in five months, in a widely anticip...",business,Economy,0.21,False,,,,,,,,,
"US bank in $515m SEC settlement

Five Bank of America subsidiaries have agreed to pay a total of $515m (£277m) to settle...",business,"The provided news article discusses a financial settlement between US Securities and Exchange Commission (SEC) and several subsidiaries of Bank of America, as well as former executives of Columbia Distributor. This incident is related to fraudulent trading practices involving mutual funds. Therefore, the category for this news article is ""Business"" or ""Finance"".",0.84,False,,,,,,,,,
"Train strike grips Buenos Aires

A strike on the Buenos Aires underground has caused traffic chaos and large queues at b...",business,This news article falls under the category of Politics.,0.2,False,,,,,,,,,
"Bargain calls widen Softbank loss

Japanese communications firm Softbank has widened losses after heavy spending on a ne...",business,Business,0.13,True,,,,,,,,,
"WMC profits up amid bid criticism

Australian mining firm WMC Resources has seen a fivefold rise in profits while contin...",business,Business,0.14,True,,,,,,,,,
"Barclays profits hit record level

Barclays, the UK's third-biggest bank, has seen annual pre-tax profits climb to recor...",business,Business,0.18,True,,,,,,,,,
"Yukos owner sues Russia for $28bn

The majority owner of embattled Russian oil firm Yukos has sued the Russian governmen...",business,Business (Economy),0.26,False,,,,,,,,,
"Qantas sees profits fly to record

Australian airline Qantas has posted a record fiscal first-half profit thanks to cost...",business,Business,0.17,True,,,,,,,,,
"Iraq to invite phone licence bids

Iraq is to invite bids for two telephone licences, saying it wants to significantly b...",business,Business,0.12,True,,,,,,,,,
"Aviation firms eye booming India

India's defence minister has opened the country's Aero India 2005 air show with an inv...",business,"This news article can be categorized as **Business** due to its focus on commercial transactions and economic activities in the aviation sector involving global companies such as Boeing, Airbus, Lockheed Martin, Dassault Aviation, Saab, Mikoyan-Gurevich, etc., and their interactions with Indian firms like HAL and SpiceJet. The article discusses agreements, deals, and investments in the aviation market in India, which is expected to spend billions over the next 20 years.",1.23,False,,,,,,,,,
"Russian oil merger excludes Yukos

The merger of Russian gas giant Gazprom and oil firm Rosneft is to go ahead, but will...",business,This news article can be categorized under the category: **Business**,0.33,False,,,,,,,,,
"Brazil buy boosts Belgium's Inbev

Belgian brewing giant Inbev has seen its profits soar thanks to its acquisition of Br...",business,Economy,0.15,False,,,,,,,,,
"Salary scandal in Cameroon

Cameroon says widespread corruption in its finance ministry has cost it 1bn CFA francs ($2m;...",business,Business,0.16,True,,,,,,,,,
"US adds more jobs than expected

The US economy added 337,000 jobs in October - a seven-month high and far more than Wal...",business,This article falls under the category of **Business** or **Economy**.,0.31,False,,,,,,,,,
"Feta cheese battle reaches court

A row over whether only Greece should be allowed to label its cheese feta has reached ...",business,Business,0.18,True,,,,,,,,,
"Ukraine revisits state sell-offs

Ukraine is preparing what could be a wholesale review of the privatisation of thousand...",business,Economy (Business),0.27,False,,,,,,,,,
"Bank set to leave rates on hold

UK interest rates are set to remain on hold at 4.75% following the latest meeting of th...",business,"The given news article can be categorized under ""Economy"" or ""Business"".",0.29,False,,,,,,,,,
"Winter freeze keeps oil above $50

Oil prices carried on rising on Wednesday after cold weather on both sides of the Nor...",business,The article can be categorized as **Business** or **Economy**.,0.3,False,,,,,,,,,
"German jobless rate at new record

More than 5.2 million Germans were out of work in February, new figures show.

The fi...",business,Economy,0.18,False,,,,,,,,,
"Ore costs hit global steel firms

Shares in steel firms have dropped worldwide amid concerns that higher iron ore costs ...",business,Business,0.2,True,,,,,,,,,
"BMW reveals new models pipeline

BMW is preparing to enter the market for car-style people carriers, the firm's chief ha...",business,"The given news article falls under the category of ""Business"" as it is about BMW's strategic business decisions regarding entering a new market segment for car-style people carriers or crossover vehicles.",0.52,False,,,,,,,,,
"Asian banks halt dollar's slide

The dollar regained some lost ground against most major currencies on Wednesday after S...",business,The article can be categorized as **Business**.,0.26,False,,,,,,,,,
"Weak dollar trims Cadbury profits

The world's biggest confectionery firm, Cadbury Schweppes, has reported a modest rise...",business,The provided news article can be categorized as **Business**.,0.26,False,,,,,,,,,
"Oil prices fall back from highs

Oil prices retreated from four-month highs in early trading on Tuesday after producers'...",business,Business,0.12,True,,,,,,,,,
"Winn-Dixie files for bankruptcy

US supermarket group Winn-Dixie has filed for bankruptcy protection after succumbing to...",business,The article can be categorized as 'Business'.,0.24,False,,,,,,,,,
"Why few targets are better than many

The economic targets set out at the Lisbon summit of European Union leaders in 200...",business,This news article can be categorized as 'Business'.,0.39,False,,,,,,,,,
"Malaysia lifts Islamic bank limit

Malaysia's central bank is to relax restrictions on foreign ownership to encourage Is...",business,Business,0.13,True,,,,,,,,,
"Alfa Romeos 'to get GM engines'

Fiat is to stop making six-cylinder petrol engines for its sporty Alfa Romeo subsidiary...",business,Business,0.16,True,,,,,,,,,
"Saab to build Cadillacs in Sweden

General Motors, the world's largest car maker, has confirmed that it will build a new...",business,This news article can be categorized under the category of 'Business'.,0.35,False,,,,,,,,,
"Shares hit by MS drug suspension

Shares in Elan and Biogen Idec plunged on Monday as the firms suspended sales of new m...",business,Health,0.18,False,,,,,,,,,
"Bank voted 8-1 for no rate change

The decision to keep interest rates on hold at 4.75% earlier this month was passed 8-...",business,Economy,0.15,False,,,,,,,,,
"Crude oil prices back above $50

Cold weather across parts of the United States and much of Europe has pushed US crude o...",business,Business,0.16,True,,,,,,,,,
"House prices show slight increase

Prices of homes in the UK rose a seasonally adjusted 0.5% in February, says the Natio...",business,Economy,0.19,False,,,,,,,,,
"Golden rule boost for Chancellor

Chancellor Gordon Brown has been given a £2.1bn boost in his attempts to meet his gold...",business,Business,0.17,True,,,,,,,,,
"Macy's owner buys rival for $11bn

US retail giant Federated Department Stores is to buy rival May Department Stores for...",business,Economy,0.17,False,,,,,,,,,
"Industrial revival hope for Japan

Japanese industry is growing faster than expected, boosting hopes that the country's ...",business,"The category for this news article is ""Business""",0.24,False,,,,,,,,,
"Khodorkovsky ally denies charges

A close associate of former Yukos boss Mikhail Khodorkovsky has told a court that frau...",business,This news article can be categorized as Politics.,0.23,False,,,,,,,,,
"Qatar and Shell in $6bn gas deal

Shell has signed a $6bn (£3.12bn) deal with the Middle Eastern sheikhdom of Qatar to s...",business,Business,0.13,True,,,,,,,,,
"India unveils anti-poverty budget

India is to boost spending on primary schools and health in a budget flagged as a boo...",business,Economy,0.27,False,,,,,,,,,
"GM pays $2bn to evade Fiat buyout

General Motors of the US is to pay Fiat 1.55bn euros ($2bn; £1.1bn) to get out of a d...",business,The category for this news article is 'Business' (Economy).,0.31,False,,,,,,,,,
"Ex-Boeing director gets jail term

An ex-chief financial officer at Boeing has received a four-month jail sentence and a...",business,Business,0.18,True,,,,,,,,,
"Verizon 'seals takeover of MCI'

Verizon has won a takeover battle for US phone firm MCI with a bid worth $6.8bn (£3.6bn...",business,Business,0.16,True,,,,,,,,,
"US data sparks inflation worries

Wholesale prices in the US rose at the fastest rate in more than six years in January,...",business,The provided news article falls under the category of **Business** or **Economy**.,0.34,False,,,,,,,,,
"Yukos sues four firms for $20bn

Russian oil firm Yukos has sued four companies for their role in last year's forced sta...",business,"This news article can be categorized as **Legal & Politics**. The main focus is on a lawsuit filed by the Russian oil firm Yukos against four companies, including Gazprom and Rosneft, in relation to a forced state auction of Yuganskneftegas. The legal dispute involves claims for damages worth more than $20bn, a tax dispute with the Russian government, and attempts to regain control of the oil production business. The article also discusses the political context of the clash between Yukos and the Kremlin, including the imprisonment of Yukos' founder Mikhail Khodorkovsky.",1.43,False,,,,,,,,,
"Consumer spending lifts US growth

US economic growth accelerated in the third quarter, helped by strong consumer spendi...",business,The article falls under the category of Economy (Business).,0.28,False,,,,,,,,,
"Crossrail link 'to get go-ahead'

The £10bn Crossrail transport plan, backed by business groups, is to get the go-ahead ...",business,"The article can be categorized as **Business** or **Politics**. Both categories are appropriate, but since the main focus of the news is about the allocation and funding of a major business project by the government, it's more accurate to categorize it under **Business**.",0.68,False,,,,,,,,,
"Hariri killing hits Beirut shares

Shares in Solidere, the Lebanese company founded by assassinated former prime ministe...",business,Business,0.14,True,,,,,,,,,
"Small firms 'hit by rising costs'

Rising fuel and materials costs are hitting confidence among the UK's small manufactu...",business,Economy,0.14,False,,,,,,,,,
"Buyers snap up Jet Airways' shares

Investors have snapped up shares in Jet Airways, India's biggest airline, following ...",business,The article can be categorized as 'Business',0.22,False,,,,,,,,,
"House prices suffer festive fall

UK house prices fell 0.7% in December, according to figures from the Office of the Dep...",business,Economy,0.14,False,,,,,,,,,
